iata,name,country,latitude,longitude
AEX,Alexandria International Airport,US,31.325828,-92.546702
AEY,Akureyri International Airport,IS,65.656573,-18.072018
AFA,Suboficial Ay Santiago Germano Airport,AR,-34.588299,-68.403900
AFL,Piloto Osvaldo Marques Dias Airport,BR,-9.866389,-56.106298
AFZ,Sabzevar National Airport,IR,36.168098,57.595200
AGA,Al Massira Airport,MA,30.322478,-9.412003
AGE,Wangerooge Airport,DE,53.782544,7.919584
AGH,Ängelholm-Helsingborg Airport,SE,56.296101,12.847100
AGI,Wageningen Airstrip,SR,5.841252,-56.673247
AGJ,Aguni Airport,JP,26.592755,127.240335
AGM,Tasiilaq Heliport,GL,65.612296,-37.618335
AGN,Angoon Seaplane Base,US,57.497097,-134.567220
AGP,Málaga-Costa del Sol Airport,ES,36.674900,-4.499110
AGR,Agra Airport / Agra Air Force Station,IN,27.157975,77.961025
AGS,Augusta Regional At Bush Field,US,33.369900,-81.964500
AGT,Guaraní International Airport,PY,-25.457186,-54.839544
AGU,Aguascalientes International Airport,MX,21.699589,-102.318372
AGX,Agatti Airport,IN,10.823700,72.176003
AHA,Maa Mahamaya Airport,IN,22.987530,83.196120
AHB,Abha International Airport,SA,18.240400,42.656601
AHE,Ahe Airport,PF,-14.428100,-146.257004
AHO,Alghero-Fertilia Airport,IT,40.632099,8.290770
AHU,Cherif Al Idrissi Airport,MA,35.177101,-3.839520
AIA,Alliance Municipal Airport,US,42.052543,-102.803965
AIN,Wainwright Airport,US,70.638000,-159.994995
AIP,Adampur Airport,IN,31.433800,75.758797
AIT,Aitutaki Airport,CK,-18.830900,-159.764008
AIU,Enua Airport,CK,-19.967800,-158.119003
AJA,Ajaccio Napoléon Bonaparte airport,FR,41.923599,8.802920
AJF,Al-Jawf International Airport,SA,29.783301,40.100905
AJI,Ağrı Airport,TR,39.655642,43.025742
AJL,Lengpui Airport,IN,23.840599,92.619698
AJN,Ouani Airport,KM,-12.131047,44.430044
AJR,Arvidsjaur Airport,SE,65.590302,19.281900
AJU,Aracaju - Santa Maria Airport,BR,-10.983940,-37.072873
AKA,Ankang Fuqiang Airport,CN,32.756960,108.873380
AKB,Atka Airport,US,52.220299,-174.205994
AKF,Kufra Airport,LY,24.178699,23.313999
AKI,Akiak Airport,US,60.902646,-161.231060
AKJ,Asahikawa Airport,JP,43.670799,142.447006
AKK,Akhiok Airport,US,56.938702,-154.182999
AKL,Auckland International Airport,NZ,-37.011990,174.786331
AKN,King Salmon Airport,US,58.677845,-156.651965
AKP,Anaktuvuk Pass Airport,US,68.133598,-151.742996
AKR,Akure Airport,NG,7.246740,5.301010
AKS,Gwaunaru'u Airport,SB,-8.702570,160.682007
AKU,Aksu Hongqipo Airport,CN,41.262501,80.291702
AKV,Akulivik Airport,CA,60.818600,-78.148598
AKX,Aktobe International Airport,KZ,50.248116,57.204144
AKY,Sittwe Airport,MM,20.133165,92.870693
ALA,Almaty International Airport,KZ,43.354267,77.042828
ALB,Albany International Airport,US,42.748299,-73.801697
ALC,Alicante-Elche Miguel Hernández Airport,ES,38.282200,-0.558156
ALF,Alta Airport,NO,69.976097,23.371700
ALG,Houari Boumediene Airport,DZ,36.693886,3.214531
ALH,Albany Airport,AU,-34.943333,117.808889
ALO,Waterloo Regional Airport,US,42.557098,-92.400299
ALP,Aleppo International Airport,SY,36.181262,37.226869
ALS,San Luis Valley Regional Airport/Bergman Field,US,37.434898,-105.866997
ALW,Walla Walla Regional Airport,US,46.094898,-118.288002
ALZ,Alitak Seaplane Base,US,56.897294,-154.249692
AMA,Rick Husband Amarillo International Airport,US,35.217857,-101.706444
AMD,Sardar Vallabh Patel International Airport,IN,23.077200,72.634697
AMH,Arba Minch Airport,ET,6.039390,37.590500
AMM,Queen Alia International Airport,JO,31.722601,35.993198
AMQ,Pattimura International Airport,ID,-3.710260,128.089005
AMS,Amsterdam Airport Schiphol,NL,52.308601,4.763890
AMV,Amderma Airport,RU,69.763712,61.556711
ANC,Ted Stevens Anchorage International Airport,US,61.179004,-149.992561
ANF,Andrés Sabella Gálvez International Airport,CL,-23.445274,-70.445232
ANI,Aniak Airport,US,61.581600,-159.542999
ANR,Antwerp International Airport (Deurne),BE,51.190667,4.463153
ANS,Andahuaylas Airport,PE,-13.706400,-73.350403
ANU,V. C. Bird International Airport,AG,17.136700,-61.792702
ANV,Anvik Airport,US,62.646702,-160.190994
ANX,"Andøya Airport, Andenes",NO,69.295193,16.139379
AOE,Hasan Polatkan Airport,TR,39.811644,30.519268
AOG,Anshan Teng'ao Airport / Anshan Air Base,CN,41.105301,122.853996
AOI,Marche Airport,IT,43.616299,13.362300
AOJ,Aomori Airport,JP,40.733777,140.689477
AOK,Karpathos Airport,GR,35.421398,27.146000
AOO,Altoona Blair County Airport,US,40.296398,-78.320000
AOQ,Aappilattoq Heliport,GL,72.887030,-55.596287
AOR,Sultan Abdul Halim Airport,MY,6.189670,100.398003
AOS,Amook Bay Seaplane Base,US,57.471500,-153.815002
APK,Apataki Airport,PF,-15.573600,-146.414993
APL,Nampula Airport,MZ,-15.105600,39.281799
APN,Alpena County Regional Airport,US,45.078098,-83.560303
APO,Antonio Roldán Betancur Airport,CO,7.811960,-76.716400
APW,Faleolo International Airport,WS,-13.830000,-172.007996
AQA,Araraquara Airport,BR,-21.812000,-48.132999
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,CN,30.582199,117.050003
AQI,Qaisumah–Hafar Al-Batin International Airport,SA,28.335726,46.127108
AQJ,King Hussein International Airport,JO,29.611601,35.018101
AQP,Rodríguez Ballón International Airport,PE,-16.340786,-71.569485
ARC,Arctic Village Airport,US,68.114700,-145.578995
ARD,Alor Island - Mali Airport,ID,-8.132340,124.597000
ARH,Talagi Airport,RU,64.600304,40.716702
ARI,Chacalluta International Airport,CL,-18.348499,-70.338699
ARK,Arusha Airport,TZ,-3.367790,36.633301
ARM,Armidale Airport,AU,-30.528099,151.617004
ARN,Stockholm-Arlanda Airport,SE,59.648490,17.928829
ART,Watertown International Airport,US,43.991901,-76.021698
ARU,Araçatuba Airport,BR,-21.141479,-50.424575
ARW,Arad International Airport,RO,46.176136,21.264322
ASB,Ashgabat International Airport,TM,37.986801,58.361000
ASD,Andros Town Airport,BS,24.697901,-77.795601
ASE,Aspen-Pitkin County Airport (Sardy Field),US,39.223202,-106.869003
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,RU,46.282843,48.010511
ASI,RAF Ascension Island,SH,-7.970179,-14.392744
ASJ,Amami Airport,JP,28.430599,129.712997
ASM,Asmara International Airport,ER,15.291900,38.910702
ASO,Asosa Airport,ET,10.018500,34.586300
ASP,Alice Springs Airport,AU,-23.806588,133.903427
ASR,Kayseri Erkilet International Airport,TR,38.770401,35.495399
ASU,Silvio Pettirossi International Airport,PY,-25.240156,-57.519227
ASV,Amboseli Airport,KE,-2.644786,37.252922
ASW,Aswan International Airport,EG,23.961075,32.820382
ATC,Arthur's Town Airport,BS,24.629400,-75.673797
ATH,Athens Eleftherios Venizelos International Airport,GR,37.936401,23.944500
ATK,Atqasuk Edward Burnell Sr Memorial Airport,US,70.467040,-157.436013
ATL,Hartsfield Jackson Atlanta International Airport,US,33.636700,-84.428101
ATM,Altamira Interstate Airport,BR,-3.253144,-52.253938
ATQ,Sri Guru Ram Das Ji International Airport,IN,31.709600,74.797302
ATT,Atmautluak Airport,US,60.866699,-162.272996
ATW,Appleton International Airport,US,44.258515,-88.519000
ATY,Watertown Regional Airport,US,44.914001,-97.154701
ATZ,Asyut International Airport,EG,27.045962,31.012760
AUA,Queen Beatrix International Airport,AW,12.501056,-70.014281
AUC,Santiago Perez Airport,CO,7.068880,-70.736900
AUG,Augusta State Airport,US,44.320599,-69.797302
AUH,Zayed International Airport,AE,24.440966,54.649237
AUK,Alakanuk Airport,US,62.682653,-164.722481
AUL,Aur Island Airport,MH,8.145280,171.173004
AUQ,Hiva Oa-Atuona Airport,PF,-9.768790,-139.011002
AUR,Aurillac airport,FR,44.891399,2.421940
AUS,Austin Bergstrom International Airport,US,30.197535,-97.662015
AUU,Aurukun Airport,AU,-13.354019,141.720028
AUX,Araguaína Airport,BR,-7.227870,-48.240501
AVA,Anshun Huangguoshu Airport,CN,26.260556,105.873333
AVK,Arvaikheer Airport,MN,46.250301,102.802002
AVL,Asheville Regional Airport,US,35.435488,-82.541853
AVN,Avignon Caumont airport,FR,43.907299,4.901830
AVP,Wilkes-Barre/Scranton International Airport,US,41.337064,-75.724232
AVR,Amravati  Airport,IN,20.814608,77.717765
AVV,Melbourne Avalon International Airport,AU,-38.040269,144.467196
AWA,Hawassa International Airport,ET,7.100611,38.396455
AWK,Wake Island Airfield,UM,19.282437,166.636637
AWZ,Qasem Soleimani International Airport,IR,31.336400,48.763789
AXA,Clayton J. Lloyd International Airport,AI,18.204773,-63.053830
AXD,Alexandroupoli Democritus Airport,GR,40.855900,25.956301
AXF,Alxa Left Banner Bayanhot Airport,CN,38.748317,105.584160
AXJ,Amakusa Airport,JP,32.482498,130.158997
AXM,El Eden Airport,CO,4.452780,-75.766400
AXP,Spring Point Airport,BS,22.441799,-73.970901
AXR,Arutua Airport,PF,-15.248300,-146.617004
AXT,Akita Airport,JP,39.615601,140.218994
AXU,Axum Airport,ET,14.146800,38.772800
AYJ,Maharshi Valmiki International Airport,IN,26.747736,82.163664
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,PE,-13.154800,-74.204399
AYQ,Ayers Rock Connellan Airport,AU,-25.185913,130.977030
AYT,Antalya International Airport,TR,36.898701,30.800501
AZA,Mesa Gateway Airport,US,33.307800,-111.654999
AZD,Shahid Sadooghi Airport,IR,31.904900,54.276501
AZN,Andijan International Airport,UZ,40.727699,72.293999
AZO,Kalamazoo/Battle Creek International Airport,US,42.232105,-85.549637
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,DZ,27.837601,-0.186414
AZS,Samaná El Catey International Airport,DO,19.269259,-69.737405
BAH,Bahrain International Airport,BH,26.267295,50.637640
BAL,Batman Airport,TR,37.929001,41.116600
BAQ,Ernesto Cortissoz International Airport,CO,10.889600,-74.780800
BAR,Qionghai Bo'ao Airport,CN,19.140951,110.452766
BAS,Ballalae Airport,SB,-6.990745,155.886656
BAV,Baotou Donghe International Airport,CN,40.560001,109.997002
BAX,Barnaul Gherman Titov International Airport,RU,53.361285,83.539701
BAY,Maramureș International Airport,RO,47.658444,23.464445
BAZ,Barcelos Airport,BR,-0.981191,-62.918603
BBA,Balmaceda Airport,CL,-45.915968,-71.689499
BBG,Butaritari Airport,KI,3.085830,172.811005
BBI,Biju Patnaik International Airport,IN,20.251021,85.814747
BBK,Kasane International Airport,BW,-17.831653,25.166195
BBM,Battambang Airport,KH,13.095600,103.223999
BBN,Bario Airport,MY,3.734648,115.478548
BBO,Berbera Airport,SO,10.385035,44.936723
BBQ,Burton-Nibbs International Airport,AG,17.621194,-61.798347
BBR,Basse-Terre Baillif Airport,GP,16.013648,-61.742928
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,RO,44.503133,26.102944
BCA,Gustavo Rizo Airport,CU,20.365299,-74.506203
BCD,Bacolod-Silay International Airport,PH,10.776237,123.018879
BCH,Baucau Airport,TL,-8.486479,126.399981
BCI,Barcaldine Airport,AU,-23.566268,145.302086
BCM,Bacău George Enescu International  Airport,RO,46.521900,26.910299
BCN,Josep Tarradellas Barcelona-El Prat Airport,ES,41.297100,2.078460
BCO,Jinka Airport,ET,5.749655,36.560165
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,NG,10.482833,9.744000
BDA,L.F. Wade International Airport,BM,32.363802,-64.678240
BDB,Bundaberg Airport,AU,-24.905039,152.322612
BDD,Badu Island Airport,AU,-10.149550,142.173665
BDH,Bandar Lengeh International Airport,IR,26.532283,54.824840
BDJ,Syamsudin Noor International Airport,ID,-3.440112,114.761209
BDL,Bradley International Airport,US,41.938555,-72.688016
BDO,Husein Sastranegara International Airport,ID,-6.900630,107.575996
BDP,Bhadrapur Airport,NP,26.570801,88.079597
BDQ,Vadodara International Airport,IN,22.336201,73.226303
BDS,Brindisi Airport,IT,40.657600,17.947001
BDT,Gbadolite Airport,CD,4.252745,20.975271
BDU,Bardufoss Airport,NO,69.055801,18.540400
BEB,Benbecula Airport,GB,57.481098,-7.362780
BED,Laurence G Hanscom Field,US,42.470001,-71.289001
BEF,Bluefields Airport,NI,11.991000,-83.774101
BEG,Belgrade Nikola Tesla Airport,RS,44.818401,20.309099
BEJ,Kalimarau Airport,ID,2.147760,117.430705
BEK,Bareilly Air Force Station,IN,28.422100,79.450798
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,BR,-1.379279,-48.476207
BEM,Beni Mellal Airport,MA,32.401895,-6.315905
BEN,Benina International Airport,LY,32.096802,20.269501
BER,Berlin Brandenburg Airport,DE,52.361738,13.502341
BES,Brest Bretagne airport,FR,48.447899,-4.418540
BET,Bethel Airport,US,60.779800,-161.837997
BEU,Bedourie Airport,AU,-24.346100,139.460007
BEW,Beira International Airport,MZ,-19.796400,34.907600
BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443
BFD,Bradford Regional Airport,US,41.803101,-78.640099
BFF,Western Neb. Rgnl/William B. Heilig Airport,US,41.874001,-103.596001
BFI,King County International Airport - Boeing Field,US,47.527042,-122.299950
BFJ,Bijie Feixiong Airport,CN,27.267066,105.472097
BFL,Meadows Field,US,35.433601,-119.056999
BFN,Bram Fischer International Airport,ZA,-29.092699,26.302401
BFQ,Bahia Piña Airport,PA,7.587370,-78.179939
BFS,Belfast International Airport,GB,54.657501,-6.215830
BFV,Buri Ram Airport,TH,15.229500,103.252998
BFY,Bengbu Tenghu Airport,CN,33.166292,117.058344
BGA,Palonegro Airport,CO,7.126500,-73.184800
BGC,Bragança Airport,PT,41.857800,-6.707130
BGF,Bangui M'Poko International Airport,CF,4.398480,18.518801
BGG,Bingöl Airport,TR,38.860131,40.594489
BGI,Grantley Adams International Airport,BB,13.074667,-59.491034
BGK,Big Creek Airport,BZ,16.519369,-88.407913
BGM,Greater Binghamton/Edwin A Link field,US,42.208698,-75.979797
BGO,"Bergen Airport, Flesland",NO,60.293400,5.218140
BGR,Bangor International Airport,US,44.806364,-68.826668
BGW,Baghdad International Airport / New Al Muthana Air Base,IQ,33.262501,44.234600
BGY,Il Caravaggio International Airport,IT,45.669362,9.708851
BHB,Hancock County-Bar Harbor Airport,US,44.450001,-68.361504
BHD,George Best Belfast City Airport,GB,54.618099,-5.872500
BHE,Woodbourne Airport,NZ,-41.518299,173.869995
BHH,Bisha Airport,SA,19.984400,42.620899
BHI,Comandante Espora Airport,AR,-38.725000,-62.169300
BHJ,Bhuj Airport,IN,23.287800,69.670197
BHK,Bukhara International Airport,UZ,39.775319,64.482279
BHM,Birmingham-Shuttlesworth International Airport,US,33.562877,-86.750712
BHO,Raja Bhoj International Airport,IN,23.287500,77.337402
BHQ,Broken Hill Airport,AU,-32.001400,141.472000
BHR,Bharatpur Airport,NP,27.678101,84.429398
BHS,Bathurst Airport,AU,-33.406817,149.651161
BHU,Bhavnagar Airport,IN,21.752199,72.185204
BHV,Bahawalpur Airport,PK,29.348101,71.718002
BHX,Birmingham Airport,GB,52.453899,-1.748030
BHY,Beihai Fucheng Airport,CN,21.538659,109.293683
BIA,Bastia-Poretta International airport,FR,42.552700,9.483730
BID,Block Island State Airport,US,41.168446,-71.578631
BIH,Eastern Sierra Regional Airport,US,37.373100,-118.363998
BIK,Frans Kaisiepo Airport,ID,-1.190020,136.108002
BIL,Billings Logan International Airport,US,45.808932,-108.541242
BIM,South Bimini Airport,BS,25.699900,-79.264702
BIO,Bilbao Airport,ES,43.301102,-2.910610
BIQ,Biarritz Pays Basque airport,FR,43.468372,-1.523223
BIR,Biratnagar Airport,NP,26.481501,87.264000
BIS,Bismarck Municipal Airport,US,46.772734,-100.746874
BJA,Soummam–Abane Ramdane Airport,DZ,36.712547,5.069909
BJB,Bojnord Airport,IR,37.493000,57.308201
BJC,Rocky Mountain Metropolitan Airport,US,39.908798,-105.116997
BJF,Båtsfjord Airport,NO,70.600250,29.692612
BJL,Banjul International Airport,GM,13.338000,-16.652201
BJM,Bujumbura Melchior Ndadaye International Airport,BI,-3.324020,29.318501
BJR,Bahir Dar Airport,ET,11.608100,37.321602
BJT,Bentota River Waterdrome,LK,6.431000,79.996000
BJV,Milas Bodrum International Airport,TR,37.249314,27.664010
BJX,Guanajuato International Airport,MX,20.992695,-101.480284
BJZ,Badajoz Airport,ES,38.891300,-6.821330
BKC,Buckland Airport,US,65.981598,-161.149002
BKF,Lake Brooks Seaplane Base,US,58.554798,-155.776993
BKG,Branson Airport,US,36.532082,-93.200544
BKI,Kota Kinabalu International Airport,MY,5.932743,116.049324
BKK,Suvarnabhumi Airport,TH,13.681100,100.747002
BKM,Bakalalan Airport,MY,3.974000,115.617996
BKN,Balkanabat International Airport,TM,39.681052,54.206008
BKO,Modibo Keita International Airport,ML,12.533500,-7.949940
BKQ,Blackall Airport,AU,-24.431678,145.429716
BKS,Fatmawati Soekarno Airport,ID,-3.863700,102.338997
BKW,Raleigh County Memorial Airport,US,37.787300,-81.124199
BKZ,Bukoba Airport,TZ,-1.332000,31.821200
BLA,General José Antonio Anzoategui International Airport,VE,10.111111,-64.692222
BLB,Panamá Pacífico International Airport,PA,8.914790,-79.599602
BLD,Boulder City Municipal Airport,US,35.947161,-114.858799
BLE,Dala Airport,SE,60.422001,15.515200
BLI,Bellingham International Airport,US,48.792801,-122.538002
BLJ,Batna Mostefa Ben Boulaid Airport,DZ,35.752102,6.308590
BLL,Billund Airport,DK,55.740335,9.157019
BLQ,Bologna Guglielmo Marconi Airport,IT,44.535400,11.288700
BLR,Kempegowda International Airport Bengaluru,IN,13.197900,77.706299
BLV,Scott AFB/Midamerica Airport,US,38.545200,-89.835197
BLW,Beledweyne Airport,SO,4.766976,45.238800
BLZ,Chileka International Airport,MW,-15.677189,34.972319
BMA,Stockholm-Bromma Airport,SE,59.354401,17.941700
BME,Broome International Airport,AU,-17.949194,122.228300
BMI,Central Illinois Regional Airport at Bloomington-Normal,US,40.477100,-88.915901
BMK,Borkum Airport,DE,53.596390,6.709167
BMO,Banmaw Airport,MM,24.270440,97.247600
BMR,Baltrum Airport,DE,53.724850,7.373257
BMU,Sultan Muhammad Salahuddin Airport,ID,-8.537184,118.685002
BMV,Buon Ma Thuot Airport,VN,12.668300,108.120003
BMW,Bordj Badji Mokhtar Airport,DZ,21.377800,0.926980
BMY,Île Art - Waala Airport,NC,-19.720521,163.661077
BNA,Nashville International Airport,US,36.124500,-86.678200
BNB,Boende Airport,CD,-0.286652,20.883551
BND,Bandar Abbas International Airport,IR,27.218300,56.377800
BNE,Brisbane International Airport,AU,-27.384199,153.117004
BNI,Benin Airport,NG,6.316980,5.599500
BNK,Ballina Byron Gateway Airport,AU,-28.833236,153.561471
BNN,"Brønnøysund Airport, Brønnøy",NO,65.461098,12.217500
BNS,Barinas Airport,VE,8.615000,-70.214167
BNX,Banja Luka International Airport,BA,44.941399,17.297501
BNY,Bellona/Anua Airport,SB,-11.302222,159.798333
BOB,Bora Bora Airport,PF,-16.444401,-151.751007
BOC,"Bocas del Toro ""Isla Colón"" International Airport",PA,9.340850,-82.250801
BOD,Bordeaux–Mérignac Airport,FR,44.828650,-0.715356
BOG,El Dorado International Airport,CO,4.701590,-74.146900
BOH,Bournemouth Airport,GB,50.780483,-1.839576
BOI,Boise Air Terminal/Gowen Field,US,43.564400,-116.223000
BOJ,Burgas Airport,BG,42.569917,27.515173
BOM,Chhatrapati Shivaji Maharaj International Airport,IN,19.088699,72.867897
BON,Flamingo International Airport,BQ,12.131000,-68.268501
BOO,Bodø Airport,NO,67.269203,14.365300
BOR,Bokeo International Airport,LA,20.323986,100.165392
BOS,Boston Logan International Airport,US,42.361970,-71.007900
BOT,Bosset Airport,PG,-7.237257,141.106322
BOY,Bobo Dioulasso Airport,BF,11.160100,-4.330970
BPE,Qinhuangdao Beidaihe Airport,CN,39.666384,119.061384
BPL,Bole Alashankou Airport,CN,44.895461,82.300070
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,ID,-1.268342,116.894520
BPS,Porto Seguro International Airport,BR,-16.438426,-39.080584
BPT,Jack Brooks Regional Airport,US,29.950800,-94.020699
BPX,Qamdo Bangda Airport,CN,30.553600,97.108299
BPY,Besalampy Airport,MG,-16.744530,44.482484
BQB,Busselton Margaret River Regional Airport,AU,-33.687222,115.400278
BQG,Bogorodskoye Airport,RU,52.381041,140.449378
